category_slug,pid,product_slug,json_file,asin,updated_at
steam-iron,d8d6d4b6-da2c-11ee-9c7c-37d09b6bdb57,,output_json/steam-iron/raw/B0C2CCM2RK.raw.json,B0C2CCM2RK,2024-03-27 07:29:14.470166
steam-iron,b54c0988-8cba-11ed-a7ba-930ee103a0a2,omaiga-steam-iron-iron-for-clothes-with-non-stick-soleplate-steam-iron-for-clothes-anti-drip-iron-with-auto-off-1850w-steam-iron-with-control-system-135oz-water-tank-visit-the-omaiga-store,output_json/steam-iron/raw/B091DXM4C4.raw.json,B091DXM4C4,2024-03-27 18:15:45.105495
steam-iron,526a0abe-da2d-11ee-9c7c-37d09b6bdb57,,output_json/steam-iron/raw/B0C2F5KH43.raw.json,B0C2F5KH43,2024-03-27 07:29:14.724957
steam-iron,78a21316-da2d-11ee-9c7c-37d09b6bdb57,,output_json/steam-iron/raw/B0CJVCM1D7.raw.json,B0CJVCM1D7,2024-03-27 07:29:15.238092
steam-iron,b54c09de-8cba-11ed-a7ba-930ee103a0a2,steamfast-sf-760-portable-cordless-steam-iron-with-carrying-case-non-stick-sole-plate-white-visit-the-steamfast-store,output_json/steam-iron/raw/B0955SPGRZ.raw.json,B0955SPGRZ,2024-03-27 18:15:58.478350
steam-iron,3aaba023-8cba-11ed-a7ba-930ee103a0a2,sunbeam-steam-master-1400-watt-mid-size-anti-drip-non-stick-soleplate-iron-with-variable-steam-control-and-8-retractable-cord-blackblue-gcsbcl-202-000,output_json/steam-iron/raw/B00OL5P1G8.raw.json,B00OL5P1G8,2024-03-27 18:13:26.301277
steam-iron,b54c0a1d-8cba-11ed-a7ba-930ee103a0a2,chi-steam-iron-for-clothes-with-electronic-temperature-control-titanium-infused-ceramic-soleplate-1700-watts-xl-10-cord-3-way-auto-shutoff-300-holes-professional-grade-silver-13107-brand-chi-steam,output_json/steam-iron/raw/B07PDTGLQ6.raw.json,B07PDTGLQ6,2024-03-27 18:14:49.091064
steam-iron,b54c0990-8cba-11ed-a7ba-930ee103a0a2,rowenta-professional-1750-watts-steam-iron-made-in-germany-blue-visit-the-rowenta-store,output_json/steam-iron/raw/B081SJQBXC.raw.json,B081SJQBXC,2024-03-27 18:15:11.605593
steam-iron,32649710-da2e-11ee-9c7c-37d09b6bdb57,,output_json/steam-iron/raw/B0BV934YJT.raw.json,B0BV934YJT,2024-03-27 07:29:13.567098
steam-iron,535ace76-8cba-11ed-a7ba-930ee103a0a2,sharper-image-si-755-mini-steam-iron-with-dual-voltage-for-travel-white,output_json/steam-iron/raw/B083W5CXZM.raw.json,B083W5CXZM,2024-03-27 18:15:17.055880
steam-iron,79d5685e-da2e-11ee-9c7c-37d09b6bdb57,,output_json/steam-iron/raw/B0B4S7FB8K.raw.json,B0B4S7FB8K,2024-03-27 07:29:11.803767
steam-iron,b54c09f3-8cba-11ed-a7ba-930ee103a0a2,panasonic-dry-and-steam-iron-with-alumite-soleplate-fabric-temperature-dial-and-safety-auto-shut-off-1700-watt-multi-directional-iron-ni-w950a-purple-visit-the-panasonic-store,output_json/steam-iron/raw/B009AM8SMG.raw.json,B009AM8SMG,2024-03-27 18:13:15.073588
steam-iron,c39d6ec8-da2e-11ee-9c7c-37d09b6bdb57,,output_json/steam-iron/raw/B0BTMKBSF9.raw.json,B0BTMKBSF9,2024-03-27 07:29:13.402265
steam-iron,535ace7b-8cba-11ed-a7ba-930ee103a0a2,conair-ez-press-800-watt-handheld-steam-iron,output_json/steam-iron/raw/B0015QXFQ4.raw.json,B0015QXFQ4,2024-03-27 18:12:44.610608
steam-iron,13b8c4fc-da2f-11ee-9c7c-37d09b6bdb57,,output_json/steam-iron/raw/B0B5FJ34NB.raw.json,B0B5FJ34NB,2024-03-27 07:29:12.190606
steam-iron,310b04fc-da2f-11ee-9c7c-37d09b6bdb57,,output_json/steam-iron/raw/B0C8M8SX7B.raw.json,B0C8M8SX7B,2024-03-27 07:29:14.887168
steam-iron,58005eae-da2f-11ee-9c7c-37d09b6bdb57,,output_json/steam-iron/raw/B0BZ6YFQPQ.raw.json,B0BZ6YFQPQ,2024-03-27 07:29:14.282709
steam-iron,9d31d876-8cba-11ed-a7ba-930ee103a0a2,hamilton-beach-steam-iron-vertical-steamer-for-clothes-with-scratch-resistant-durathon-soleplate-1500-watts-3-way-auto-shutoff-anti-drip-self-cleaning-adjustable-steam-settings-19701-visit-the-hamilton-beach-store,output_json/steam-iron/raw/B005JB1OJG.raw.json,B005JB1OJG,2024-03-27 18:13:05.830131
steam-iron,9edc268c-da2f-11ee-9c7c-37d09b6bdb57,,output_json/steam-iron/raw/B0BYNMZYVT.raw.json,B0BYNMZYVT,2024-03-27 07:29:14.110864
steam-iron,c6547b38-da2f-11ee-9c7c-37d09b6bdb57,,output_json/steam-iron/raw/B0CDBJKPVM.raw.json,B0CDBJKPVM,2024-03-27 07:29:15.069113
steam-iron,110c612c-da30-11ee-9c7c-37d09b6bdb57,,output_json/steam-iron/raw/B08C763NQR.raw.json,B08C763NQR,2024-03-27 07:29:06.019913
steam-iron,b54c093a-8cba-11ed-a7ba-930ee103a0a2,blackdecker-ir16x-one-step-garment-steam-iron-with-stainless-nonstick-soleplate-one-size-turquoise-visit-the-blackdecker-store,output_json/steam-iron/raw/B07DDMCWYJ.raw.json,B07DDMCWYJ,2024-03-27 18:14:22.470317
steam-iron,75f66fce-da30-11ee-9c7c-37d09b6bdb57,,output_json/steam-iron/raw/B07B261R8R.raw.json,B07B261R8R,2024-03-27 07:28:57.533649
steam-iron,b54c09a0-8cba-11ed-a7ba-930ee103a0a2,wasing-lightweight-portable-dry-iron-for-industry-household-usage-upgraded-mirror-stainless-steel-soleplate-without-steam-700w-gift-for-housewarming-visit-the-wasing-store,output_json/steam-iron/raw/B08J6WKGJP.raw.json,B08J6WKGJP,2024-03-27 18:15:35.301080
steam-iron,0287a4c8-8cbb-11ed-a7ba-930ee103a0a2,reliable-velocity-270ir-steam-iron-auto-control-compact-vapor-generator-with-sensor-technology-patented-technology-for-continuous-steam-zero-leaks-perfect-temperature-8-programmable-setting-visit-the-reliable-store,output_json/steam-iron/raw/B09WF7QX1Q.raw.json,B09WF7QX1Q,2024-03-27 18:16:23.284955
steam-iron,dee651fc-da30-11ee-9c7c-37d09b6bdb57,,output_json/steam-iron/raw/B08CHGKHYG.raw.json,B08CHGKHYG,2024-03-27 07:29:06.418616
steam-iron,0813f46c-da31-11ee-9c7c-37d09b6bdb57,,output_json/steam-iron/raw/B09CJGMYRD.raw.json,B09CJGMYRD,2024-03-27 07:29:09.392745
vitamin-b-complex-supplements,6ca3225e-8cba-11ed-a7ba-930ee103a0a2,value-pack-visit-the-natures-bounty-store-0,output_json/vitamin-b-complex-supplements/raw/B0014D2GEK.raw.json,B0014D2GEK,2024-04-24 00:30:18.291820
vitamin-b-complex-supplements,3ab91357-8cba-11ed-a7ba-930ee103a0a2,nature-made-super-b-energy-complex-dietary-supplement-for-brain-cell-function-support-60-softgels-60-day-supply-visit-the-nature-made-store-0,output_json/vitamin-b-complex-supplements/raw/B008PQDCG0.raw.json,B008PQDCG0,2024-04-24 00:30:27.440306
vitamin-b-complex-supplements,3ab91359-8cba-11ed-a7ba-930ee103a0a2,super-b-complex-methylated-sustained-release-b-complex-vitamin-c-folate-methylcobalamin-vegan-60-small-tablets,output_json/vitamin-b-complex-supplements/raw/B01787EPEE.raw.json,B01787EPEE,2024-04-24 00:30:37.883907
vitamin-b-complex-supplements,6c941035-8cba-11ed-a7ba-930ee103a0a2,pure-encapsulations-b-complex-plus-b-vitamins-supplement-to-support-red-blood-cell-growth-neurological-and-psychological-health-cardiovascular-health-energy-levels-and-eye-sight-120-capsules-visit-the-pure-encapsulations-store,output_json/vitamin-b-complex-supplements/raw/B00JYFN6DU.raw.json,B00JYFN6DU,2024-04-24 00:30:32.642484
vitamin-b-complex-supplements,3ab9134b-8cba-11ed-a7ba-930ee103a0a2,life-extension-bio-active-complete-b-complex-60-veg-caps-packaging-may-vary,output_json/vitamin-b-complex-supplements/raw/B00DHTQNQ6.raw.json,B00DHTQNQ6,2024-04-24 00:30:29.348328
vitamin-b-complex-supplements,6ca32289-8cba-11ed-a7ba-930ee103a0a2,garden-of-life-vitamin-b-complex-vitamin-code-raw-b-complex-120-vegan-capsules-high-potency-b-complex-vitamins-for-energy-metabolism-with-b6-folate-b12-as-methylcobalamin-plus-probiotics-visit-the-garden-of-life-store,output_json/vitamin-b-complex-supplements/raw/B0098U0SQO.raw.json,B0098U0SQO,2024-04-24 00:30:28.091210
vitamin-b-complex-supplements,3ab91358-8cba-11ed-a7ba-930ee103a0a2,integrative-therapeutics-active-b-complex-with-folate-and-vitamins-b1-b2-b3-b5-b6-b7-b12-and-choline-bitartrate-for-energy-production-nsf-certified-for-sport-vegan-formula-60-capsules,output_json/vitamin-b-complex-supplements/raw/B00CFD0TC4.raw.json,B00CFD0TC4,2024-04-24 00:30:28.720891
vitamin-b-complex-supplements,3ab9135b-8cba-11ed-a7ba-930ee103a0a2,super-b-complex-vitamins-all-b-vitamins-including-b12-b1-b2-b3-b5-b6-b7-b9-folic-acid-vitamin-b-complex-supplement-support-healthy-energy-metabolism-90-vegetarian-capsules-0,output_json/vitamin-b-complex-supplements/raw/B07414752B.raw.json,B07414752B,2024-04-24 00:30:41.709703
vitamin-b-complex-supplements,6ca32297-8cba-11ed-a7ba-930ee103a0a2,bronson-vitamin-b-complex-with-vitamin-c-immune-health-energy-support-nervous-system-support-non-gmo-250-vegetarian-capsules-visit-the-bronson-store,output_json/vitamin-b-complex-supplements/raw/B08KGXBF43.raw.json,B08KGXBF43,2024-04-24 00:30:57.060928
vitamin-b-complex-supplements,3ab91346-8cba-11ed-a7ba-930ee103a0a2,ez-melts-energy-memory-mood-enhancer-methylated-b-complex-sublingual-vitamins-vegan-zero-sugar-natural-cherry-flavor-60-fast-dissolve-tablets,output_json/vitamin-b-complex-supplements/raw/B00VVKVMCI.raw.json,B00VVKVMCI,2024-04-24 00:30:34.586419
vitamin-b-complex-supplements,6ca32375-8cba-11ed-a7ba-930ee103a0a2,nature-made-stress-b-complex-with-vitamin-c-and-zinc-tablets-75-count-visit-the-nature-made-store,output_json/vitamin-b-complex-supplements/raw/B005DXM34A.raw.json,B005DXM34A,2024-04-24 00:30:24.789680
vitamin-b-complex-supplements,3ab91350-8cba-11ed-a7ba-930ee103a0a2,naturelo-b-complex-whole-food-complex-with-vitamin-b6-folate-b12-biotin-supplement-for-energy-and-stress-high-potency-vegan-vegetarian-non-gmo-gluten-free-120-capsules,output_json/vitamin-b-complex-supplements/raw/B078V2VLCT.raw.json,B078V2VLCT,2024-04-24 00:30:44.241746
vitamin-b-complex-supplements,3ab91354-8cba-11ed-a7ba-930ee103a0a2,solgar-b-complex-100-100-vegetable-capsules-heart-health-nervous-system-support-supports-energy-metabolism-non-gmo-vegan-gluten-free-dairy-free-kosher-halal-100-servings-visit-the-solgar-store,output_json/vitamin-b-complex-supplements/raw/B000RZQNV8.raw.json,B000RZQNV8,2024-04-24 00:30:16.332795
vitamin-b-complex-supplements,3ab91353-8cba-11ed-a7ba-930ee103a0a2,vegan-vitamin-b-complex-liquid-by-maryruths-hair-skin-nails-energy-methyl-b12-folate-biotin-niacin-vitamin-b3-6-7-9-12-tart-cherry-glass-1oz,output_json/vitamin-b-complex-supplements/raw/B07N18PJLJ.raw.json,B07N18PJLJ,2024-04-24 00:30:48.137106
vitamin-b-complex-supplements,3ab91352-8cba-11ed-a7ba-930ee103a0a2,bronson-super-b-vitamin-b-complex-sustained-slow-release-vitamin-b1-b2-b3-b6-b9-folic-acid-b12-contains-all-b-vitamins-100-tablets,output_json/vitamin-b-complex-supplements/raw/B0006ZNFMO.raw.json,B0006ZNFMO,2024-04-24 00:30:13.799061
vitamin-b-complex-supplements,3ab91341-8cba-11ed-a7ba-930ee103a0a2,nature-made-super-b-complex-with-vitamin-c-tablets-140-count-value-size-for-metabolic-health-packaging-may-vary,output_json/vitamin-b-complex-supplements/raw/B005D0DTS2.raw.json,B005D0DTS2,2024-04-24 00:30:24.117158
vitamin-b-complex-supplements,3ab91356-8cba-11ed-a7ba-930ee103a0a2,jarrow-formulas-b-right-complex-supports-engery-brain-and-cardiovascular-health-100-veggie-caps,output_json/vitamin-b-complex-supplements/raw/B0016003Z0.raw.json,B0016003Z0,2024-04-24 00:30:19.639459
vitamin-b-complex-supplements,6ca3230d-8cba-11ed-a7ba-930ee103a0a2,now-supplements-vitamin-b-100-energy-production-nervous-system-health-100-veg-capsules-visit-the-now-store,output_json/vitamin-b-complex-supplements/raw/B000UX110A.raw.json,B000UX110A,2024-04-24 00:30:16.978151
vitamin-b-complex-supplements,6ca322b9-8cba-11ed-a7ba-930ee103a0a2,dr-bergs-nutritional-yeast-tablets-non-fortified-natural-b12-added-all-8-b-vitamin-complex-no-gluten-non-gmo-no-synthetics-270-vegan-tablets-dietary-supplements-visit-the-dr-bergs-nutritionals-store,output_json/vitamin-b-complex-supplements/raw/B076B24P1W.raw.json,B076B24P1W,2024-04-24 00:30:42.976466
vitamin-b-complex-supplements,6ca32294-8cba-11ed-a7ba-930ee103a0a2,nature-made-super-b-complex-vitamin-c-tablets-visit-the-nature-made-store,output_json/vitamin-b-complex-supplements/raw/B07MYNWDDN.raw.json,B07MYNWDDN,2024-04-24 00:30:47.485880
vitamin-b-complex-supplements,3ab9134c-8cba-11ed-a7ba-930ee103a0a2,vitamin-b-complex-gummies-vitamin-b12-b7-biotin-b6-b3-niacin-b5-b8-b9-folate-supports-prenatal-vegan-diet-older-adults-hair-skin-nails-energy-strawberry-two-month-supply,output_json/vitamin-b-complex-supplements/raw/B081QVV22G.raw.json,B081QVV22G,2024-04-24 00:30:52.024184
vitamin-b-complex-supplements,6c941042-8cba-11ed-a7ba-930ee103a0a2,country-life-coenzyme-b-complex-240-count-visit-the-country-life-store,output_json/vitamin-b-complex-supplements/raw/B001LXRWWE.raw.json,B001LXRWWE,2024-04-24 00:30:20.961359
vitamin-b-complex-supplements,3ab91347-8cba-11ed-a7ba-930ee103a0a2,ez-melts-b-complex-with-methylcobalamin-and-methylfolate-sublingual-vitamins-vegan-zero-sugar-natural-strawberry-flavor-60-fast-dissolve-tablets,output_json/vitamin-b-complex-supplements/raw/B00VVJTEX8.raw.json,B00VVJTEX8,2024-04-24 00:30:33.912021
vitamin-b-complex-supplements,3ab9134a-8cba-11ed-a7ba-930ee103a0a2,doctors-best-fully-active-b-complex-non-gmo-gluten-free-vegan-soy-free-supports-energy-production-30-veggie-caps,output_json/vitamin-b-complex-supplements/raw/B00DWDZPBG.raw.json,B00DWDZPBG,2024-04-24 00:30:30.627539
vitamin-b-complex-supplements,6ca322e9-8cba-11ed-a7ba-930ee103a0a2,solaray-mega-vitamin-b-stress-two-stage-timed-release-specially-formulated-wb-complex-vitamins-for-stress-support-non-gmo-vegan-60-tabs-visit-the-solaray-store,output_json/vitamin-b-complex-supplements/raw/B082P7168G.raw.json,B082P7168G,2024-04-24 00:30:53.255366
vitamin-b-complex-supplements,3ab91355-8cba-11ed-a7ba-930ee103a0a2,thorne-research-basic-b-complex-b-vitamins-in-their-active-forms-60-capsules,output_json/vitamin-b-complex-supplements/raw/B00HST919C.raw.json,B00HST919C,2024-04-24 00:30:31.246774
vitamin-b-complex-supplements,3ab91351-8cba-11ed-a7ba-930ee103a0a2,thorne-research-stress-b-complex-vitamin-b-complex-for-stress-support-60-capsules,output_json/vitamin-b-complex-supplements/raw/B0797DVMF3.raw.json,B0797DVMF3,2024-04-24 00:30:44.872821
vitamin-b-complex-supplements,3ab9134d-8cba-11ed-a7ba-930ee103a0a2,thorne-research-b-complex-12-vitamin-b-complex-with-active-b12-and-folate-60-capsules,output_json/vitamin-b-complex-supplements/raw/B0797JXKL9.raw.json,B0797JXKL9,2024-04-24 00:30:45.484334
vitamin-b-complex-supplements,6ca322b4-8cba-11ed-a7ba-930ee103a0a2,vitamin-b-complex-liquid-drops-with-fast-absorption-sublingual-drops-supplement-vitamins-b1-b2-b3-b6-b7-b9-methyl-b12-for-men-women-kids-vegan-berry-flavor-2oz-visit-the-nutrachamps-store,output_json/vitamin-b-complex-supplements/raw/B08221NY2L.raw.json,B08221NY2L,2024-04-24 00:30:52.637510
vitamin-b-complex-supplements,6ca32321-8cba-11ed-a7ba-930ee103a0a2,natures-way-alive-b-complex-gummies-food-based-blend-150mg-per-serving-gluten-free-made-with-pectin-60-gummies-visit-the-natures-way-store,output_json/vitamin-b-complex-supplements/raw/B00RKOIAI8.raw.json,B00RKOIAI8,2024-04-24 00:30:33.269975
vitamin-b-complex-supplements,b547fb44-8cba-11ed-a7ba-930ee103a0a2,vitamin-b-complex-with-vitamin-c-and-folic-acid-b12-b1-b2-b3-vitamin-b5-pantothenic-acid-b6-b7-b9-nervous-system-support-supports-energy-metabolism-non-gmo-100-veggie-capsules-visit-the-naturalife-labs-store,output_json/vitamin-b-complex-supplements/raw/B09M7RX525.raw.json,B09M7RX525,2024-04-24 00:30:58.369421
vitamin-b-complex-supplements,6ca3229c-8cba-11ed-a7ba-930ee103a0a2,nature-made-b-100-complex-time-release-tablets-60-count-for-metabolic-health-visit-the-natures-bounty-store,output_json/vitamin-b-complex-supplements/raw/B001GBBUFQ.raw.json,B001GBBUFQ,2024-04-24 00:30:20.276861
vitamin-b-complex-supplements,bafe7700-d7e8-11ee-9c7c-37d09b6bdb57,o-nutritions-vitamin-b-complex-vegan-gummies-with-vitamin-b12-b7-as-biotin-b6-b3-as-niacin-b5-b6-b8-b9-as-folate-for-stress-energy-and-healthy-immune-system-1-pack-visit-the-o-nutritions-store,output_json/vitamin-b-complex-supplements/raw/B08BN1SZW2.raw.json,B08BN1SZW2,2024-04-24 00:30:56.448867
vitamin-b-complex-supplements,6ca323d9-8cba-11ed-a7ba-930ee103a0a2,nutricost-high-potency-vitamin-b-complex-460mg-240-capsules-with-vitamin-c-energy-complex-visit-the-nutricost-store,output_json/vitamin-b-complex-supplements/raw/B077JC1GCN.raw.json,B077JC1GCN,2024-04-24 00:30:43.612122
vitamin-b-complex-supplements,6c941045-8cba-11ed-a7ba-930ee103a0a2,megafood-balanced-b-complex-supports-celllular-energy-with-vitamins-b1-b2-b3-b5-b6-b7-b9-b12-gluten-free-and-made-without-dairy-vegan-90-tabs-visit-the-megafood-store,output_json/vitamin-b-complex-supplements/raw/B00014TQ5A.raw.json,B00014TQ5A,2024-04-24 00:30:12.456318
vitamin-b-complex-supplements,b54fc843-8cba-11ed-a7ba-930ee103a0a2,vitamin-b-complex-b-vitamins-whole-food-supplement-b12-methylcobalamin-b1-b2-b3-b5-b6-b7-b9-for-stress-energy-and-immune-support-vegan-120-capsules-visit-the-moxyvites-store,output_json/vitamin-b-complex-supplements/raw/B075ZKCJCF.raw.json,B075ZKCJCF,2024-04-24 00:30:42.326391
vitamin-b-complex-supplements,b54fc87b-8cba-11ed-a7ba-930ee103a0a2,methyl-b-complete-120-vegetable-capsules-b-vitamin-supplement-for-optimal-methylation-support-with-quatrefolic-5-mthf-active-folate-methylated-b12-coenzyme-b2-b6-tmg-non-gmo-lab-tested-visit-the-pure-therapro-rx-store,output_json/vitamin-b-complex-supplements/raw/B00Y3QD8AG.raw.json,B00Y3QD8AG,2024-04-24 00:30:35.271653
vitamin-b-complex-supplements,6ca3235e-8cba-11ed-a7ba-930ee103a0a2,standard-process-immuplex-whole-food-immune-support-and-antioxidant-support-with-chromium-folate-vitamin-b6-copper-selenium-vitamin-a-150-capsules-visit-the-standard-process-inc-store,output_json/vitamin-b-complex-supplements/raw/B01LMO65WY.raw.json,B01LMO65WY,2024-04-24 00:30:39.793682
vitamin-b-complex-supplements,6f09f7ba-d7e9-11ee-9c7c-37d09b6bdb57,usda-organic-vitamin-b-complex-b5-pantothenic-acid-b1-thiamine-b2-riboflavin-b3-niacinamide-b6-pyridoxine-b7-biotin-b9-folic-b12-methylcobalamin-liquid-drops-usa-made-supplement-2fl-visit-the-nutraharmony-store,output_json/vitamin-b-complex-supplements/raw/B0CKT5PGPN.raw.json,B0CKT5PGPN,2024-04-24 00:31:00.427020
vitamin-b-complex-supplements,3ab91345-8cba-11ed-a7ba-930ee103a0a2,nutricost-high-potency-vitamin-b-complex-460mg-120-capsules-with-vitamin-c-energy-complex,output_json/vitamin-b-complex-supplements/raw/B01INRFW0E.raw.json,B01INRFW0E,2024-04-24 00:30:39.156011
vitamin-b-complex-supplements,6c941036-8cba-11ed-a7ba-930ee103a0a2,nordic-naturals-vitamin-b-complex-45-capsules-thiamine-riboflavin-niacin-vitamin-b6-b12-folate-biotin-pantothenic-acid-heart-brain-health-energy-metabolism-non-gmo-45-servings-visit-the-nordic-naturals-store,output_json/vitamin-b-complex-supplements/raw/B07F3T4CLB.raw.json,B07F3T4CLB,2024-04-24 00:30:46.832396
vitamin-b-complex-supplements,b54c7095-8cba-11ed-a7ba-930ee103a0a2,vitamin-b-complex-gummies-by-new-age-with-vitamin-b3-b5-b6-b7-b9-b12-with-biotin-folic-acid-vitamin-c-gluten-free-vegan-120-count-2-pack-visit-the-new-age-store,output_json/vitamin-b-complex-supplements/raw/B091M5T3QJ.raw.json,B091M5T3QJ,2024-04-24 00:30:57.732110
vitamin-b-complex-supplements,b54fc85b-8cba-11ed-a7ba-930ee103a0a2,natures-bounty-b-complex-with-b12-sublingual-liquid-fast-acting-dietary-supplement-2-fl-oz-visit-the-natures-bounty-store-0,output_json/vitamin-b-complex-supplements/raw/B0015TRA30.raw.json,B0015TRA30,2024-04-24 00:30:18.950504
vitamin-b-complex-supplements,4df9fd76-d7ea-11ee-9c7c-37d09b6bdb57,amazon-elements-b-complex-high-potency-83-whole-food-cultured-supports-immune-and-normal-energy-metabolism-vegan-65-capsules-2-month-supply-packaging-may-vary-visit-the-amazon-elements-store,output_json/vitamin-b-complex-supplements/raw/B071J572QG.raw.json,B071J572QG,2024-04-24 00:30:40.458448
vitamin-b-complex-supplements,b54fc817-8cba-11ed-a7ba-930ee103a0a2,vitamin-b-complex-180-vegan-tablets-all-b-vitamins-including-b12-b1-b2-b3-b5-b6-b7-b9-folic-acid-for-stress-energy-and-healthy-immune-system-natural-supplement-without-additives-visit-the-vispura-store,output_json/vitamin-b-complex-supplements/raw/B085CMY111.raw.json,B085CMY111,2024-04-24 00:30:54.518586
vitamin-b-complex-supplements,cf9434fa-d7ea-11ee-9c7c-37d09b6bdb57,now-supplements-vitamin-b-50-mg-energy-production-nervous-system-health-100-veg-capsules-brand-now,output_json/vitamin-b-complex-supplements/raw/B00DHX3Z3G.raw.json,B00DHX3Z3G,2024-04-24 00:30:29.978066
vitamin-b-complex-supplements,3ab91344-8cba-11ed-a7ba-930ee103a0a2,amazon-brand-revly-b-complex-supports-immune-and-normal-energy-metabolism-70-gummies-70-day-supply-vegan-non-gmo,output_json/vitamin-b-complex-supplements/raw/B07D7R4F7G.raw.json,B07D7R4F7G,2024-04-24 00:30:46.196903
vitamin-b-complex-supplements,3ab91340-8cba-11ed-a7ba-930ee103a0a2,high-potency-vitamin-b-complex-with-vitamin-c-for-maximum-absorption-all-8-b-vitamins-for-immune-energy-support-b1-b2-b3-b5-b6-b7-b9-b12-folic-acid-60-veggie-capsules,output_json/vitamin-b-complex-supplements/raw/B07YQ8MN8V.raw.json,B07YQ8MN8V,2024-04-24 00:30:51.380608
vitamin-b-complex-supplements,6ca322ac-8cba-11ed-a7ba-930ee103a0a2,lifeable-vitamin-b-complex-with-vitamin-c-great-tasting-natural-flavor-gummy-supplement-with-niacin-b6-folic-acid-b12-biotin-pantothenic-acid-energy-and-nerve-system-support-90-gummies-visit-the-vitaworks-store,output_json/vitamin-b-complex-supplements/raw/B087QT416D.raw.json,B087QT416D,2024-04-24 00:30:55.157262
vitamin-b-complex-supplements,b54fc831-8cba-11ed-a7ba-930ee103a0a2,vitamin-b-complex-contains-all-essential-b-vitamins-b1-b2-b3-b5-b6-b7-b9-b12-and-biotin-super-b-complex-vitamins-for-energy-immunity-and-mood-support-90-tablets-visit-the-nurturly-store,output_json/vitamin-b-complex-supplements/raw/B089MWRQG3.raw.json,B089MWRQG3,2024-04-24 00:30:55.812330
vitamin-b-complex-supplements,b54fc815-8cba-11ed-a7ba-930ee103a0a2,standard-process-cataplex-b-whole-food-formula-with-niacin-vitamin-b6-thiamine-and-inositol-for-heart-health-metabolism-and-cholesterol-maintenance-180-tablets-visit-the-standard-process-inc-store,output_json/vitamin-b-complex-supplements/raw/B073YL2LTR.raw.json,B073YL2LTR,2024-04-24 00:30:41.067492
vitamin-b-complex-supplements,b54fc813-8cba-11ed-a7ba-930ee103a0a2,natrol-b-complex-fast-dissolve-tablets-coconut-flavor-90-count-visit-the-natrol-store,output_json/vitamin-b-complex-supplements/raw/B008BF7TGE.raw.json,B008BF7TGE,2024-04-24 00:30:26.135545
vitamin-b-complex-supplements,6ca32353-8cba-11ed-a7ba-930ee103a0a2,solaray-vitamin-b-complex-100-mg-healthy-energy-blood-cell-formation-nerve-impulse-transmission-support-100-vegcaps-visit-the-solaray-store,output_json/vitamin-b-complex-supplements/raw/B000139ZHU.raw.json,B000139ZHU,2024-04-24 00:30:11.827095
vitamin-b-complex-supplements,e9a97176-8cba-11ed-a7ba-930ee103a0a2,solgar-b-complex-100-tablets-100-count-visit-the-solgar-store,output_json/vitamin-b-complex-supplements/raw/B000NGRAVI.raw.json,B000NGRAVI,2024-04-24 00:30:15.096464
vitamin-b-complex-supplements,fe2f76ac-d7eb-11ee-9c7c-37d09b6bdb57,solaray-vitamin-b-complex-250mg-natural-orange-flavor-healthy-hair-skin-immune-function-metabolism-support-lab-verified-50-chewables-visit-the-solaray-store,output_json/vitamin-b-complex-supplements/raw/B006GQX8PQ.raw.json,B006GQX8PQ,2024-04-24 00:30:25.481227
vitamin-b-complex-supplements,b54fc811-8cba-11ed-a7ba-930ee103a0a2,burst-liquid-b12-for-kids-complex-supplement-herbal-liquid-vitamin-b12-drops-fill-in-dietary-gaps-balanced-b-complex-for-kids-formula-with-b2-b6-b12-and-b5-help-boost-immune-function-visit-the-joyspring-store,output_json/vitamin-b-complex-supplements/raw/B07P7HWPY1.raw.json,B07P7HWPY1,2024-04-24 00:30:49.399854
vitamin-b-complex-supplements,b54fc81e-8cba-11ed-a7ba-930ee103a0a2,pure-synergy-super-b-complex-60-tablets-made-with-organic-ingredients-non-gmo-made-with-organic-veggies-and-fruits-and-b-vitamins-visit-the-pure-synergy-store,output_json/vitamin-b-complex-supplements/raw/B008HFV7JS.raw.json,B008HFV7JS,2024-04-24 00:30:26.730430
vitamin-b-complex-supplements,b54fc82f-8cba-11ed-a7ba-930ee103a0a2,bluebonnet-nutrition-stress-relief-b-complex-vegetable-capsules-vitamin-b6-b12-biotin-folate-vegan-gluten-soy-milk-free-kosher-unflavored-100-count-visit-the-bluebonnet-store,output_json/vitamin-b-complex-supplements/raw/B000I4DKF0.raw.json,B000I4DKF0,2024-04-24 00:30:14.443432
vitamin-b-complex-supplements,6ca32417-8cba-11ed-a7ba-930ee103a0a2,natures-way-vitamin-b-100-complex-100-capsules-visit-the-natures-way-store,output_json/vitamin-b-complex-supplements/raw/B003B3OOR8.raw.json,B003B3OOR8,2024-04-24 00:30:21.590176
vitamin-b-complex-supplements,b54fc86f-8cba-11ed-a7ba-930ee103a0a2,why-not-natural-vitamin-b-complex-liquid-drops-organic-supplement-for-women-vegan-and-sublingual-forms-of-b1-b2-b3-b5-b6-biotin-folate-and-choline-plus-blend-for-stress-and-energy-visit-the-why-not-natural-store,output_json/vitamin-b-complex-supplements/raw/B09M9827JJ.raw.json,B09M9827JJ,2024-04-24 00:30:58.991398
